program_id,datetime,star,user,result,time,memory,language,problem_code,uses recursion,uses iteration
34923764,12:00 PM 02/07/20,2,koyavasudha321,compilation error,-,-,C++14,ECJN202,0,0
34923831,12:02 PM 02/07/20,2,koyavasudha321,wrong answer,0.00,15.7M,C++14,ECJN202,0,0
34923883,12:05 PM 02/07/20,2,koyavasudha321,accepted,0.00,14.9M,C++14,ECJN202,0,0
34925591,01:12 PM 02/07/20,2,bnti,accepted,0.00,14.9M,C++14,ECJN202,0,0
34925913,01:24 PM 02/07/20,2,nitesh_sinha_,runtime error(NZEC),0.02,17.6M,PYTH 3.6,ECJN202,0,0
34926055,01:29 PM 02/07/20,2,nitesh_sinha_,runtime error(NZEC),0.02,17.6M,PYTH 3.6,ECJN202,0,0
34926142,01:32 PM 02/07/20,2,nitesh_sinha_,runtime error(NZEC),0.01,17.5M,PYTH 3.6,ECJN202,0,0
34926167,01:33 PM 02/07/20,2,nitesh_sinha_,runtime error(NZEC),0.02,17.6M,PYTH 3.6,ECJN202,0,0
34926233,01:36 PM 02/07/20,2,nitesh_sinha_,runtime error(NZEC),0.02,17.6M,PYTH 3.6,ECJN202,0,0
34926267,01:38 PM 02/07/20,2,nitesh_sinha_,runtime error(NZEC),0.01,17.6M,PYTH 3.6,ECJN202,0,0
34926275,01:38 PM 02/07/20,2,nitesh_sinha_,runtime error(NZEC),0.02,17.6M,PYTH 3.6,ECJN202,0,0
34926287,01:39 PM 02/07/20,2,nitesh_sinha_,accepted,0.00,17.6M,PYTH 3.6,ECJN202,0,0
34926360,01:42 PM 02/07/20,2,nitesh_sinha_,runtime error(NZEC),0.01,17.6M,PYTH 3.6,ECJN202,0,0
34926381,01:42 PM 02/07/20,2,nitesh_sinha_,runtime error(NZEC),0.02,17.6M,PYTH 3.6,ECJN202,0,0
34926411,01:43 PM 02/07/20,2,nitesh_sinha_,accepted,0.01,17.6M,PYTH 3.6,ECJN202,0,0
34926466,01:45 PM 02/07/20,2,coder_indian4,accepted,0.02,17.6M,PYTH 3.6,ECJN202,0,0
34927730,02:36 PM 02/07/20,1,harshvcode,accepted,0.00,14.9M,C++14,ECJN202,0,0
34927833,02:40 PM 02/07/20,2,shivarajabbi,accepted,0.00,14.9M,C++14,ECJN202,0,0
34927865,02:42 PM 02/07/20,2,akshita29,wrong answer,0.11,2133M,JAVA,ECJN202,0,0
34927991,02:46 PM 02/07/20,2,akshita29,wrong answer,0.11,2133M,JAVA,ECJN202,0,0
34928058,02:49 PM 02/07/20,3,ganesh0403,accepted,0.02,17.6M,PYTH 3.6,ECJN202,0,0
34928074,02:50 PM 02/07/20,0,illusion_hu,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
34928157,02:53 PM 02/07/20,2,akshita29,accepted,0.10,2133M,JAVA,ECJN202,0,0
34928174,02:54 PM 02/07/20,0,illusion_hu,accepted,0.00,14.9M,C++14,ECJN202,0,0
34928205,02:55 PM 02/07/20,0,illusion_hu,accepted,0.00,14.9M,C++14,ECJN202,0,0
34928735,03:23 PM 02/07/20,2,ramadevi110304,wrong answer,0.01,17.6M,PYTH 3.6,ECJN202,0,0
34928961,03:38 PM 02/07/20,3,dumble_dore,accepted,0.00,14.9M,C++14,ECJN202,0,0
34929124,03:47 PM 02/07/20,2,ramadevi110304,wrong answer,0.02,17.6M,PYTH 3.6,ECJN202,0,0
34929190,03:51 PM 02/07/20,2,ramadevi110304,wrong answer,0.01,17.6M,PYTH 3.6,ECJN202,0,0
34929222,03:53 PM 02/07/20,2,ramadevi110304,accepted,0.02,17.6M,PYTH 3.6,ECJN202,0,0
34929844,04:32 PM 02/07/20,2,arihant_10,accepted,0.00,14.9M,C++14,ECJN202,0,0
34929890,04:35 PM 02/07/20,1,saquibabrar,wrong answer,0.00,9.2M,C,ECJN202,0,0
34930003,04:42 PM 02/07/20,1,saquibabrar,accepted,0.00,9.2M,C,ECJN202,0,0
34931687,06:12 PM 02/07/20,4,one68_,accepted,0.00,14.9M,C++14,ECJN202,0,0
34931803,06:17 PM 02/07/20,3,hoe9666,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
34933221,07:25 PM 02/07/20,3,nalinkumar303,wrong answer,0.00,9.5M,C,ECJN202,0,0
34933257,07:26 PM 02/07/20,3,nalinkumar303,accepted,0.00,9.5M,C,ECJN202,0,0
34934813,08:25 PM 02/07/20,2,satyam_dwivedi,accepted,0.00,9.2M,C,ECJN202,0,0
34934992,08:33 PM 02/07/20,2,biswajit856,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
34935030,08:35 PM 02/07/20,2,biswajit856,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
34935171,08:41 PM 02/07/20,2,biswajit856,compilation error,-,-,C,ECJN202,0,0
34935190,08:41 PM 02/07/20,2,biswajit856,accepted,0.00,9.2M,C,ECJN202,0,0
34935300,08:46 PM 02/07/20,2,amish740811,accepted,0.04,2133M,JAVA,ECJN202,0,0
34935425,08:51 PM 02/07/20,2,pritesh19singh,accepted,0.00,9.2M,C,ECJN202,0,0
34936210,09:27 PM 02/07/20,2,hrshksh_mshr,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
34937498,10:39 PM 02/07/20,2,abhi_3027,accepted,0.00,14.9M,C++14,ECJN202,0,0
34938412,11:30 PM 02/07/20,2,muskan26,accepted,0.00,14.9M,C++14,ECJN202,0,0
34940699,06:44 AM 03/07/20,0,power_1,runtime error(SIGSEGV),0.00,14.9M,C++14,ECJN202,0,0
34940701,06:44 AM 03/07/20,0,power_1,accepted,0.00,14.9M,C++14,ECJN202,0,0
34940997,08:19 AM 03/07/20,2,an_sharma,accepted,0.00,15.7M,C++14,ECJN202,0,0
34941386,09:27 AM 03/07/20,2,sejalfarkya,accepted,0.00,14.9M,C++14,ECJN202,0,0
34941629,09:52 AM 03/07/20,1,prasanth0597,accepted,0.00,14.9M,C++14,ECJN202,0,0
34942093,10:32 AM 03/07/20,3,meesha123,accepted,0.00,14.9M,C++14,ECJN202,0,0
34942322,10:48 AM 03/07/20,2,ash_kat,accepted,0.00,14.9M,C++14,ECJN202,0,0
34943235,11:49 AM 03/07/20,3,jasoria18,accepted,0.00,14.9M,C++14,ECJN202,0,0
34943318,11:55 AM 03/07/20,1,paypal,accepted,0.01,17.5M,PYTH 3.6,ECJN202,0,0
34943364,11:57 AM 03/07/20,1,paypal,wrong answer,0.01,17.6M,PYTH 3.6,ECJN202,0,0
34943464,12:02 PM 03/07/20,1,paypal,accepted,0.01,17.6M,PYTH 3.6,ECJN202,0,0
34943591,12:12 PM 03/07/20,3,anubhav_0112,compilation error,-,-,JAVA,ECJN202,0,0
34943606,12:13 PM 03/07/20,3,anubhav_0112,wrong answer,0.06,2133M,JAVA,ECJN202,0,0
34943622,12:14 PM 03/07/20,3,anubhav_0112,wrong answer,0.07,2133M,JAVA,ECJN202,0,0
34943638,12:15 PM 03/07/20,3,anubhav_0112,accepted,0.10,2133M,JAVA,ECJN202,0,0
34944070,12:37 PM 03/07/20,3,dxtdxxry,accepted,0.00,14.9M,C++14,ECJN202,0,0
34944735,01:14 PM 03/07/20,3,ankitanand617,accepted,0.00,14.9M,C++14,ECJN202,0,0
34945749,02:16 PM 03/07/20,2,justbeginner,accepted,0.02,17.6M,PYTH 3.6,ECJN202,0,0
34980342,06:06 PM 03/07/20,3,an261998,wrong answer,0.02,17.6M,PYTH 3.6,ECJN202,0,0
34980539,06:07 PM 03/07/20,3,an261998,accepted,0.01,17.6M,PYTH 3.6,ECJN202,0,0
34988578,07:09 PM 03/07/20,4,veteran_,accepted,0.00,14.9M,C++14,ECJN202,0,0
35005779,09:27 PM 03/07/20,3,sattu_1234,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
35035260,07:25 AM 04/07/20,3,newp12,accepted,0.00,14.9M,C++14,ECJN202,0,0
35049607,12:05 PM 04/07/20,2,imran_92,runtime error(SIGSEGV),0.00,14.9M,C++14,ECJN202,0,0
35057868,01:34 PM 04/07/20,2,anuj_761212,wrong answer,0.00,5.8M,C++17,ECJN202,0,0
35058046,01:36 PM 04/07/20,2,imran_92,runtime error(SIGSEGV),0.00,14.9M,C++14,ECJN202,0,0
35058206,01:38 PM 04/07/20,2,anuj_761212,wrong answer,0.00,15.7M,C++14,ECJN202,0,0
35058322,01:39 PM 04/07/20,2,imran_92,runtime error(SIGSEGV),0.00,14.9M,C++14,ECJN202,0,0
35058380,01:39 PM 04/07/20,2,imran_92,accepted,0.00,14.9M,C++14,ECJN202,0,0
35059757,01:55 PM 04/07/20,2,anuj_761212,wrong answer,0.00,5.8M,C++17,ECJN202,0,0
35060664,02:06 PM 04/07/20,3,mr_24,accepted,0.00,14.9M,C++14,ECJN202,0,0
35061312,02:14 PM 04/07/20,2,anuj_761212,accepted,0.00,5.8M,C++17,ECJN202,0,0
35076329,05:07 PM 04/07/20,2,kaletanmay25,wrong answer,0.00,6M,C++17,ECJN202,0,0
35077278,05:18 PM 04/07/20,0,harry2020,accepted,0.00,14.9M,C++14,ECJN202,0,0
35079316,05:42 PM 04/07/20,2,kaletanmay25,wrong answer,0.00,15.7M,C++14,ECJN202,0,0
35079676,05:46 PM 04/07/20,2,kaletanmay25,wrong answer,0.00,15M,C++14,ECJN202,0,0
35102011,10:50 PM 04/07/20,4,shivamsaluja20,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
35102070,10:51 PM 04/07/20,4,shivamsaluja20,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
35102114,10:52 PM 04/07/20,4,shivamsaluja20,accepted,0.00,14.9M,C++14,ECJN202,0,0
35102158,10:52 PM 04/07/20,4,shivamsaluja20,accepted,0.00,14.9M,C++14,ECJN202,0,0
35111607,01:53 AM 05/07/20,5,cute_one,accepted,0.00,14.9M,C++14,ECJN202,0,0
35141269,03:30 PM 05/07/20,2,sam_384,accepted,0.00,14.9M,C++14,ECJN202,0,0
35143181,03:56 PM 05/07/20,2,amiyo900,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
35143884,04:05 PM 05/07/20,2,amiyo900,accepted,0.00,14.9M,C++14,ECJN202,0,0
35149215,05:21 PM 05/07/20,2,sonunegi,accepted,0.00,9.2M,C,ECJN202,0,0
35170104,10:22 PM 05/07/20,3,shaktimaaan,accepted,0.00,14.9M,C++14,ECJN202,0,0
35170274,10:24 PM 05/07/20,3,shaktimaaan,accepted,0.00,14.9M,C++14,ECJN202,0,0
35172898,11:01 PM 05/07/20,2,saggitarius,wrong answer,0.10,2133M,JAVA,ECJN202,0,0
35172951,11:02 PM 05/07/20,2,saggitarius,wrong answer,0.11,2133M,JAVA,ECJN202,0,0
35173062,11:04 PM 05/07/20,2,saggitarius,wrong answer,0.10,2133M,JAVA,ECJN202,0,0
35173574,11:12 PM 05/07/20,2,saggitarius,accepted,0.10,2133M,JAVA,ECJN202,0,0
35190670,10:38 AM 06/07/20,1,suhani129,accepted,0.00,14.9M,C++14,ECJN202,0,0
35190696,10:39 AM 06/07/20,1,suhani129,accepted,0.00,14.9M,C++14,ECJN202,0,0
35198818,12:57 PM 06/07/20,2,manish76,wrong answer,0.00,15.7M,C++14,ECJN202,0,0
35198846,12:57 PM 06/07/20,2,manish76,accepted,0.00,14.9M,C++14,ECJN202,0,0
35203127,02:01 PM 06/07/20,2,shiv_2000,accepted,0.01,17.6M,PYTH 3.6,ECJN202,0,0
35218866,05:48 PM 06/07/20,1,stormbreakers9,accepted,0.00,14.9M,C++14,ECJN202,0,0
35270076,01:26 PM 07/07/20,1,bosecodes,runtime error(NZEC),0.01,17.6M,PYTH 3.6,ECJN202,0,0
35270183,01:27 PM 07/07/20,1,bosecodes,runtime error(NZEC),0.01,17.6M,PYTH 3.6,ECJN202,0,0
35270284,01:29 PM 07/07/20,1,bosecodes,accepted,0.01,17.6M,PYTH 3.6,ECJN202,0,0
35315340,01:13 AM 08/07/20,3,bhavana2304,accepted,0.05,2133M,JAVA,ECJN202,0,0
35320538,07:43 AM 08/07/20,2,wicked_knight,accepted,0.02,17.6M,PYTH 3.6,ECJN202,0,0
35323119,09:57 AM 08/07/20,2,naman27052002,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
35323289,10:02 AM 08/07/20,2,naman27052002,accepted,0.00,14.9M,C++14,ECJN202,0,0
35323298,10:03 AM 08/07/20,0,sheldon_44444,wrong answer,0.11,2133M,JAVA,ECJN202,0,0
35359359,09:17 PM 08/07/20,2,vidit06,wrong answer,0.00,5.8M,C++17,ECJN202,0,0
35359566,09:20 PM 08/07/20,2,vidit06,wrong answer,0.00,5.8M,C++17,ECJN202,0,0
35366083,11:23 PM 08/07/20,2,vidit06,wrong answer,0.00,5.8M,C++17,ECJN202,0,0
35366123,11:24 PM 08/07/20,2,vidit06,accepted,0.00,5.8M,C++17,ECJN202,0,0
35436322,01:22 PM 10/07/20,2,sravani5767,accepted,0.00,14.9M,C++14,ECJN202,0,0
35451373,06:41 PM 10/07/20,2,peace222,wrong answer,0.00,15.7M,C++14,ECJN202,0,0
35451400,06:41 PM 10/07/20,2,peace222,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
35451480,06:43 PM 10/07/20,2,peace222,wrong answer,0.00,15.7M,C++14,ECJN202,0,0
35451729,06:49 PM 10/07/20,2,peace222,runtime error(SIGFPE),0.00,14.9M,C++14,ECJN202,0,0
35451897,06:53 PM 10/07/20,2,peace222,runtime error(SIGFPE),0.00,14.9M,C++14,ECJN202,0,0
35451917,06:54 PM 10/07/20,2,peace222,runtime error(SIGFPE),0.00,14.9M,C++14,ECJN202,0,0
35451974,06:55 PM 10/07/20,2,peace222,runtime error(SIGFPE),0.00,14.9M,C++14,ECJN202,0,0
35452054,06:57 PM 10/07/20,2,peace222,accepted,0.00,15.7M,C++14,ECJN202,0,0
35453053,07:21 PM 10/07/20,1,a2k5,accepted,0.00,9.2M,C,ECJN202,0,0
35458442,09:10 PM 10/07/20,1,harsh_100,compilation error,-,-,C++14,ECJN202,false,true
35458477,09:11 PM 10/07/20,1,harsh_100,wrong answer,0.00,14.9M,C++14,ECJN202,false,true
35458577,09:13 PM 10/07/20,1,harsh_100,accepted,0.06,87.1M,PYPY3,ECJN202,0,0
35469247,01:17 AM 11/07/20,2,abhishek094sha,wrong answer,0.02,17.5M,PYTH 3.6,ECJN202,0,0
35469285,01:19 AM 11/07/20,2,abhishek094sha,accepted,0.01,17.6M,PYTH 3.6,ECJN202,0,0
35471019,02:30 AM 11/07/20,2,surjit_2001,accepted,0.00,5.8M,C++17,ECJN202,0,0
35510756,11:13 PM 11/07/20,3,khan_0786,accepted,0.11,2133M,JAVA,ECJN202,0,0
35555345,10:19 PM 12/07/20,1,manusoni7,wrong answer,0.00,14.9M,C++14,ECJN202,false,true
35569190,03:57 AM 13/07/20,2,heisenberg1208,accepted,0.00,6M,C++17,ECJN202,0,0
35610171,08:43 PM 13/07/20,4,saurav_iiitp,wrong answer,0.00,6M,C++17,ECJN202,0,0
35610187,08:43 PM 13/07/20,4,saurav_iiitp,accepted,0.00,6.7M,C++17,ECJN202,0,0
35611821,09:59 PM 13/07/20,2,sravya621,wrong answer,0.00,14.9M,C++14,ECJN202,false,true
35611843,10:00 PM 13/07/20,2,sravya621,accepted,0.00,15.7M,C++14,ECJN202,false,true
35612112,10:12 PM 13/07/20,2,pawanjain982,compilation error,-,-,JAVA,ECJN202,0,0
35612127,10:13 PM 13/07/20,2,pawanjain982,accepted,0.10,2133M,JAVA,ECJN202,0,0
35622590,01:57 PM 14/07/20,2,pawanjain982,accepted,0.11,2133M,JAVA,ECJN202,0,0
35623065,02:23 PM 14/07/20,2,aishani1510,accepted,0.00,14.9M,C++14,ECJN202,false,true
35630284,07:33 PM 14/07/20,4,ns_98,accepted,0.00,14.9M,C++14,ECJN202,false,true
35630710,07:50 PM 14/07/20,2,shubhangi08,accepted,0.00,9.2M,C,ECJN202,0,0
35630746,07:51 PM 14/07/20,2,shubhangi08,accepted,0.00,9.2M,C,ECJN202,0,0
35636758,01:27 AM 15/07/20,3,dexter_martin,accepted,0.00,15.7M,C++14,ECJN202,false,true
35647397,05:41 PM 15/07/20,2,niteshk2,accepted,0.02,17.6M,PYTH 3.6,ECJN202,0,0
35649621,07:31 PM 15/07/20,2,aks_643,accepted,0.00,14.9M,C++14,ECJN202,false,true
35651023,08:36 PM 15/07/20,2,io_0i,accepted,0.00,6M,C++17,ECJN202,0,0
35701021,01:46 PM 16/07/20,2,xblaze,accepted,0.00,15.7M,C++14,ECJN202,0,0
35702090,02:30 PM 16/07/20,4,me123456,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
35702101,02:31 PM 16/07/20,4,me123456,accepted,0.00,14.9M,C++14,ECJN202,0,0
35703518,03:29 PM 16/07/20,2,cs_18010132,accepted,0.00,14.9M,C++14,ECJN202,0,0
35704497,04:12 PM 16/07/20,2,pratiksingh_20,accepted,0.10,2133M,JAVA,ECJN202,0,0
35706063,05:18 PM 16/07/20,3,saibharath945,accepted,0.01,17.5M,PYTH 3.6,ECJN202,0,0
35707653,06:27 PM 16/07/20,2,bhuvan337,accepted,0.00,14.9M,C++14,ECJN202,0,0
35713248,10:38 PM 16/07/20,4,akash19jain,accepted,0.00,9.2M,C,ECJN202,0,0
35720558,12:32 PM 17/07/20,2,goku_1555,accepted,0.00,14.9M,C++14,ECJN202,0,0
35721291,01:06 PM 17/07/20,1,smriti143,accepted,0.00,14.9M,C++14,ECJN202,0,0
35721311,01:07 PM 17/07/20,1,smriti143,accepted,0.00,14.9M,C++14,ECJN202,0,0
35725799,05:22 PM 17/07/20,3,sattu_1234,accepted,0.00,14.9M,C++14,ECJN202,0,0
35739766,12:47 PM 18/07/20,3,codesmaster,accepted,0.00,6M,C++17,ECJN202,0,0
35742886,03:51 PM 18/07/20,3,advitech,accepted,0.00,14.9M,C++14,ECJN202,0,0
35744166,05:04 PM 18/07/20,3,lokendrayadav,wrong answer,0.01,17.6M,PYTH 3.6,ECJN202,0,0
35744184,05:05 PM 18/07/20,3,lokendrayadav,accepted,0.02,17.5M,PYTH 3.6,ECJN202,0,0
35767096,11:38 AM 19/07/20,3,darshjain,accepted,0.00,9.2M,C,ECJN202,0,0
35772186,04:05 PM 19/07/20,3,vedangkanhed8,accepted,0.00,15.7M,C++14,ECJN202,0,0
35826549,01:01 PM 20/07/20,3,cj_exe,accepted,0.00,6M,C++17,ECJN202,0,0
35842775,09:51 PM 20/07/20,2,asjad1007,accepted,0.00,9.2M,C,ECJN202,0,0
35847063,01:04 AM 21/07/20,4,anurag23_,accepted,0.00,14.9M,C++14,ECJN202,0,0
35854618,03:03 PM 21/07/20,3,teja9299,accepted,0.00,14.9M,C++14,ECJN202,0,0
35863066,11:08 PM 21/07/20,3,akhil_29071991,accepted,0.00,15.7M,C++14,ECJN202,0,0
35873643,05:52 PM 22/07/20,2,chandlermbing,accepted,0.02,17.6M,PYTH 3.6,ECJN202,0,0
35877278,09:18 PM 22/07/20,3,kitkatreddy,accepted,0.00,14.9M,C++14,ECJN202,0,0
35886949,03:08 PM 23/07/20,2,yaswanth3100,wrong answer,0.10,2133M,JAVA,ECJN202,0,0
35887067,03:16 PM 23/07/20,2,yaswanth3100,accepted,0.10,2133M,JAVA,ECJN202,0,0
35901272,01:03 PM 24/07/20,2,sumanth_01,wrong answer,0.02,17.6M,PYTH 3.6,ECJN202,0,0
35901294,01:04 PM 24/07/20,2,sumanth_01,accepted,0.01,17.5M,PYTH 3.6,ECJN202,0,0
35902640,02:43 PM 24/07/20,0,karanvish9617,wrong answer,0.10,2133M,JAVA,ECJN202,0,0
35902643,02:44 PM 24/07/20,0,karanvish9617,accepted,0.10,2133M,JAVA,ECJN202,0,0
35904948,05:18 PM 24/07/20,0,aspbaker,accepted,0.00,14.9M,C++14,ECJN202,0,0
35905017,05:22 PM 24/07/20,3,indresh584,accepted,0.00,14.9M,C++14,ECJN202,0,0
36022471,11:38 PM 25/07/20,0,rizwan21,wrong answer,0.00,9.2M,C,ECJN202,0,0
36022561,11:41 PM 25/07/20,0,rizwan21,accepted,0.00,9.2M,C,ECJN202,0,0
36046035,08:01 PM 26/07/20,2,vijayasri98,accepted,0.00,14.9M,C++14,ECJN202,0,0
36069989,04:27 AM 28/07/20,0,laxmi_chand,accepted,0.02,17.6M,PYTH 3.6,ECJN202,0,0
36091362,01:08 PM 29/07/20,0,preacher17,accepted,0.00,14.9M,C++14,ECJN202,0,0
36113575,03:52 PM 30/07/20,2,dhoni_24,accepted,0.00,15.7M,C++14,ECJN202,0,0
36113583,03:52 PM 30/07/20,2,abhishek_42u,wrong answer,0.00,15.7M,C++14,ECJN202,0,0
36113606,03:53 PM 30/07/20,2,abhishek_42u,accepted,0.00,14.9M,C++14,ECJN202,0,0
36119993,09:47 PM 30/07/20,3,xcoder_29,accepted,0.05,2133M,JAVA,ECJN202,0,0
36145754,10:59 AM 01/08/20,2,tanishq1710h,accepted,0.00,14.9M,C++14,ECJN202,0,0
36147834,01:06 PM 01/08/20,0,preethamohan20,wrong answer,0.00,9.2M,C,ECJN202,0,0
36165133,04:15 PM 02/08/20,2,anuranjan_0803,wrong answer,0.00,5.8M,C++17,ECJN202,0,0
36165170,04:17 PM 02/08/20,2,anuranjan_0803,wrong answer,0.00,5.8M,C++17,ECJN202,0,0
36165388,04:27 PM 02/08/20,2,anuranjan_0803,accepted,0.00,6.7M,C++17,ECJN202,0,0
36172426,01:37 AM 03/08/20,3,nightcruiser,accepted,0.02,17.6M,PYTH 3.6,ECJN202,0,0
36172428,01:37 AM 03/08/20,2,akshaykalucha,accepted,0.01,17.6M,PYTH 3.6,ECJN202,0,0
36189059,02:05 PM 04/08/20,0,xeneth08,accepted,0.11,2133M,JAVA,ECJN202,0,0
36191667,05:16 PM 04/08/20,4,hydro_lyte,accepted,0.00,15.6M,C++14,ECJN202,0,0
36192030,05:40 PM 04/08/20,2,vishesh_07,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
36192040,05:41 PM 04/08/20,2,vishesh_07,accepted,0.00,14.9M,C++14,ECJN202,0,0
36204868,05:20 PM 05/08/20,3,akshar123,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
36204882,05:22 PM 05/08/20,3,akshar123,accepted,0.00,14.9M,C++14,ECJN202,0,0
36208222,10:00 PM 05/08/20,0,hsrah1209,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
36208318,10:13 PM 05/08/20,0,hsrah1209,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
36208325,10:14 PM 05/08/20,0,hsrah1209,accepted,0.00,14.9M,C++14,ECJN202,0,0
36378068,15 hours ago,2,mukund19,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
36378123,15 hours ago,2,mukund19,accepted,0.00,14.9M,C++14,ECJN202,0,0
36191667,05:16 PM 04/08/20,4,hydro_lyte,accepted,0.00,15.6M,C++14,ECJN202,0,0
36192030,05:40 PM 04/08/20,2,vishesh_07,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
36192040,05:41 PM 04/08/20,2,vishesh_07,accepted,0.00,14.9M,C++14,ECJN202,0,0
36204868,05:20 PM 05/08/20,3,akshar123,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
36204882,05:22 PM 05/08/20,3,akshar123,accepted,0.00,14.9M,C++14,ECJN202,0,0
36208222,10:00 PM 05/08/20,0,hsrah1209,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
36208318,10:13 PM 05/08/20,0,hsrah1209,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
36208325,10:14 PM 05/08/20,0,hsrah1209,accepted,0.00,14.9M,C++14,ECJN202,0,0
36378068,15 hours ago,2,mukund19,wrong answer,0.00,14.9M,C++14,ECJN202,0,0
36378123,15 hours ago,2,mukund19,accepted,0.00,14.9M,C++14,ECJN202,0,0
